user_id,name,age,location,preferences,attended_events,social_connections,exploration_score
U0776,Karla Hayes,36,"Tokyo, Japan",['Literature'],"['E0008', 'E0029', 'E0029', 'E0029', 'E0039', 'E0044', 'E0091', 'E0103', 'E0103', 'E0130', 'E0130', 'E0130', 'E0130', 'E0130', 'E0130', 'E0133', 'E0133', 'E0133', 'E0133', 'E0134', 'E0134', 'E0148', 'E0150', 'E0153', 'E0164', 'E0164', 'E0177', 'E0177', 'E0177', 'E0177', 'E0210', 'E0219', 'E0219', 'E0219', 'E0227', 'E0227', 'E0230', 'E0230', 'E0230', 'E0266', 'E0271', 'E0291', 'E0322', 'E0322', 'E0330', 'E0330', 'E0347', 'E0347', 'E0362', 'E0362', 'E0404', 'E0439', 'E0451', 'E0451', 'E0451', 'E0481', 'E0481', 'E0482', 'E0482']","['U6304', 'U1957', 'U5449', 'U5794', 'U4393', 'U0472', 'U4924', 'U1475', 'U0484', 'U2218', 'U0728', 'U3171', 'U4126']",0.85
U0777,Katie Martinez,53,"Bangkok, Thailand","['Literature', 'Tech', 'Music']","['E0006', 'E0026', 'E0026', 'E0093', 'E0104', 'E0185', 'E0185', 'E0261', 'E0269', 'E0338', 'E0338', 'E0338', 'E0359', 'E0379', 'E0418', 'E0418', 'E0423', 'E0423', 'E0471', 'E0471', 'E0492']","['U0017', 'U0120', 'U2509', 'U4427', 'U4214', 'U5323', 'U4878', 'U6046', 'U4155', 'U1279', 'U1898', 'U1611', 'U5489', 'U6038']",0.33
U0778,Brittney Merritt,35,"Shanghai, China","['Tech', 'Literature', 'Music']","['E0022', 'E0052', 'E0052', 'E0053', 'E0053', 'E0092', 'E0109', 'E0109', 'E0128', 'E0128', 'E0187', 'E0187', 'E0187', 'E0195', 'E0205', 'E0205', 'E0228', 'E0228', 'E0228', 'E0260', 'E0260', 'E0260', 'E0268', 'E0279', 'E0279', 'E0279', 'E0279', 'E0305', 'E0305', 'E0330', 'E0330', 'E0394', 'E0394', 'E0394', 'E0394', 'E0394', 'E0394', 'E0401', 'E0401', 'E0408', 'E0408', 'E0408', 'E0444', 'E0465', 'E0465', 'E0465', 'E0465']","['U1307', 'U1815', 'U3954', 'U5712', 'U0763', 'U4930']",0.38
U0779,Michael Ross,48,"New York, United States","['Sports', 'Art']","['E0031', 'E0031', 'E0031', 'E0033', 'E0082', 'E0083', 'E0161', 'E0172', 'E0172', 'E0332', 'E0387', 'E0422', 'E0422', 'E0422', 'E0422', 'E0422', 'E0427', 'E0427', 'E0427', 'E0429', 'E0429', 'E0429', 'E0429', 'E0447', 'E0447']","['U6305', 'U6681', 'U2673', 'U5535', 'U3372', 'U6246', 'U4189', 'U5099', 'U4596', 'U4577', 'U2233', 'U0035', 'U6849', 'U6452', 'U2891']",0.48
U0780,Brian Whitney,44,"Mexico City, Mexico","['Comedy', 'Film', 'Tech']","['E0042', 'E0059', 'E0061', 'E0061', 'E0132', 'E0132', 'E0189', 'E0189', 'E0224', 'E0245', 'E0245', 'E0245', 'E0253', 'E0256', 'E0258', 'E0258', 'E0415', 'E0415', 'E0415', 'E0430', 'E0430', 'E0492', 'E0492', 'E0492']","['U2421', 'U0083', 'U5269', 'U3026', 'U1374', 'U0618', 'U0884']",0.1
U0781,Jerry Smith,51,"Istanbul, Turkey","['Theater', 'Sports', 'Film']","['E0079', 'E0111', 'E0111', 'E0111', 'E0111', 'E0180', 'E0214', 'E0216', 'E0216', 'E0272', 'E0303', 'E0335', 'E0338', 'E0338', 'E0373', 'E0373', 'E0373', 'E0374', 'E0374', 'E0396', 'E0396', 'E0419', 'E0419', 'E0681', 'E0681']","['U2889', 'U5075', 'U1103', 'U2266', 'U6779', 'U2028', 'U3692', 'U4464', 'U2586', 'U0177', 'U6383', 'U0815', 'U5462', 'U3158', 'U0551', 'U1902', 'U1871']",0.26
U0782,Jamie Morris PhD,41,"Istanbul, Turkey","['Theater', 'Literature']","['E0007', 'E0032', 'E0075', 'E0075', 'E0087', 'E0087', 'E0103', 'E0107', 'E0259', 'E0259', 'E0259', 'E0266', 'E0266', 'E0273', 'E0352', 'E0373', 'E0373', 'E0373', 'E0373', 'E0373', 'E0396', 'E0396', 'E0449', 'E0449', 'E0468', 'E0489']","['U5900', 'U5372', 'U3821', 'U2216', 'U3595', 'U6310', 'U5381']",0.6
U0783,Alexis Taylor,41,"Mexico City, Mexico","['Theater', 'Workshops']","['E0042', 'E0042', 'E0067', 'E0067', 'E0067', 'E0087', 'E0124', 'E0124', 'E0175', 'E0189', 'E0189', 'E0208', 'E0208', 'E0208', 'E0208', 'E0229', 'E0229', 'E0229', 'E0242', 'E0242', 'E0242', 'E0242', 'E0246', 'E0246', 'E0347', 'E0385', 'E0409', 'E0415', 'E0415', 'E0415', 'E0415', 'E0415', 'E0458', 'E0458', 'E0467', 'E0478', 'E0478', 'E0478', 'E0478', 'E0478', 'E0478', 'E0478', 'E0492']","['U4216', 'U3814', 'U6106', 'U1151', 'U2227', 'U4731', 'U4768', 'U0700', 'U3205', 'U5061', 'U4894', 'U3647', 'U1352', 'U2318', 'U3090', 'U0802', 'U4547']",0.33
U0784,John Thomas,60,"New York, United States",['Literature'],"['E0016', 'E0058', 'E0058', 'E0083', 'E0087', 'E0087', 'E0142', 'E0142', 'E0293', 'E0325', 'E0325', 'E0350', 'E0350', 'E0350', 'E0350', 'E0387', 'E0429', 'E0430', 'E0430', 'E0430', 'E0430', 'E0447', 'E0462', 'E0464', 'E0497', 'E0497']","['U3715', 'U1682', 'U2459', 'U4497', 'U6413', 'U2894', 'U1554', 'U0742', 'U3179', 'U2632', 'U6087', 'U1594', 'U6422', 'U0452', 'U2110', 'U5587', 'U0974', 'U2067', 'U6312']",0.31
U0785,Amanda Sanchez,58,"Sydney, Australia","['Food', 'Theater']","['E0013', 'E0013', 'E0052', 'E0065', 'E0065', 'E0086', 'E0096', 'E0096', 'E0096', 'E0116', 'E0116', 'E0116', 'E0149', 'E0160', 'E0183', 'E0223', 'E0223', 'E0308', 'E0308', 'E0406', 'E0406', 'E0406', 'E0440', 'E0440', 'E0440', 'E0441', 'E0450', 'E0450', 'E0450']","['U4380', 'U1698', 'U0747', 'U5442', 'U0614']",0.77
U0786,Emma Pierce,44,"Berlin, Germany","['Comedy', 'Sports']","['E0012', 'E0045', 'E0045', 'E0056', 'E0056', 'E0131', 'E0131', 'E0142', 'E0184', 'E0192', 'E0198', 'E0211', 'E0211', 'E0214', 'E0214', 'E0221', 'E0240', 'E0307', 'E0421', 'E0421']","['U6243', 'U6204', 'U4910', 'U4438', 'U4637', 'U3249', 'U2057', 'U5414', 'U2116', 'U1698', 'U6551', 'U1038', 'U5003', 'U4702']",0.35
U0787,Dawn Williams,27,"New York, United States","['Film', 'Comedy', 'Literature']","['E0006', 'E0009', 'E0052', 'E0052', 'E0052', 'E0052', 'E0058', 'E0083', 'E0106', 'E0143', 'E0149', 'E0161', 'E0161', 'E0161', 'E0161', 'E0161', 'E0177', 'E0177', 'E0216', 'E0216', 'E0216', 'E0289', 'E0289', 'E0318', 'E0318', 'E0336', 'E0350', 'E0380', 'E0380', 'E0430', 'E0430', 'E0473']","['U3413', 'U1779', 'U6981', 'U2840', 'U1949', 'U4628', 'U6469', 'U5194', 'U0528', 'U4367']",0.38
U0788,William Blackwell,63,"Shanghai, China","['Film', 'Art']","['E0020', 'E0020', 'E0022', 'E0038', 'E0038', 'E0038', 'E0053', 'E0053', 'E0053', 'E0128', 'E0128', 'E0148', 'E0148', 'E0187', 'E0205', 'E0205', 'E0205', 'E0250', 'E0250', 'E0302', 'E0305', 'E0313', 'E0313', 'E0313', 'E0347', 'E0394', 'E0394', 'E0394', 'E0441']","['U0170', 'U1281', 'U6496', 'U2739', 'U6237', 'U2343']",0.84
U0789,Tina Cole,28,"Toronto, Canada","['Comedy', 'Literature', 'Theater']","['E0108', 'E0108', 'E0108', 'E0108', 'E0145', 'E0145', 'E0184', 'E0184', 'E0188', 'E0206', 'E0209', 'E0310', 'E0317', 'E0317', 'E0317', 'E0321', 'E0354', 'E0354', 'E0375', 'E0375', 'E0375', 'E0380', 'E0380', 'E0397', 'E0397', 'E0397', 'E0410', 'E0433', 'E0435', 'E0435', 'E0435', 'E0460', 'E0460']","['U6254', 'U5159', 'U1553', 'U4947', 'U0534', 'U0352']",0.61
U0790,Zachary Nunez,51,"Mexico City, Mexico","['Film', 'Literature', 'Art']","['E0059', 'E0091', 'E0091', 'E0126', 'E0126', 'E0132', 'E0189', 'E0242', 'E0256', 'E0256', 'E0256', 'E0256', 'E0327', 'E0354', 'E0380', 'E0396', 'E0409', 'E0458', 'E0478', 'E0478', 'E0478', 'E0492', 'E0492', 'E0492']","['U3889', 'U1983', 'U5727', 'U5856', 'U3651', 'U3163', 'U0359', 'U6281', 'U4212', 'U3986', 'U1557', 'U6025', 'U6804', 'U4670', 'U1893', 'U1603']",0.65
U0791,Robert Chavez,51,"Seoul, South Korea","['Sports', 'Music']","['E0023', 'E0023', 'E0023', 'E0035', 'E0035', 'E0035', 'E0035', 'E0094', 'E0118', 'E0196', 'E0228', 'E0295', 'E0295', 'E0303', 'E0362', 'E0382', 'E0412', 'E0412', 'E0412', 'E0412']","['U5704', 'U2694', 'U4914', 'U2007', 'U4123']",0.81
U0792,Fernando Santiago,36,"Shanghai, China",['Theater'],"['E0016', 'E0038', 'E0038', 'E0109', 'E0109', 'E0129', 'E0129', 'E0129', 'E0131', 'E0148', 'E0148', 'E0195', 'E0195', 'E0195', 'E0199', 'E0200', 'E0329', 'E0329', 'E0329', 'E0394', 'E0428', 'E0448', 'E0500', 'E0500']","['U6398', 'U6832', 'U3872', 'U0762', 'U5812', 'U2923', 'U6609', 'U3260', 'U2537', 'U5813', 'U0588', 'U5202', 'U0163', 'U2073', 'U4462', 'U1781', 'U1600']",0.69
U0793,Michael Edwards,27,"Bangkok, Thailand","['Tech', 'Music', 'Theater']","['E0021', 'E0037', 'E0069', 'E0069', 'E0107', 'E0185', 'E0203', 'E0232', 'E0232', 'E0243', 'E0243', 'E0274', 'E0274', 'E0274', 'E0305', 'E0360', 'E0371', 'E0415', 'E0417', 'E0417', 'E0418', 'E0418', 'E0438', 'E0438', 'E0438', 'E0438', 'E0438', 'E0471', 'E0498', 'E0498']","['U5813', 'U3163', 'U3428', 'U0587', 'U1055', 'U4086', 'U2013', 'U1872', 'U5539', 'U0697', 'U3549']",0.42
U0794,Travis Garner,50,"Mexico City, Mexico","['Film', 'Music', 'Food']","['E0037', 'E0037', 'E0042', 'E0042', 'E0042', 'E0042', 'E0042', 'E0093', 'E0093', 'E0124', 'E0124', 'E0124', 'E0189', 'E0189', 'E0189', 'E0242', 'E0287', 'E0287', 'E0336', 'E0336', 'E0415', 'E0451', 'E0478', 'E0478', 'E0492']","['U2095', 'U2582', 'U1110', 'U0286', 'U4845', 'U1693', 'U5252', 'U1303', 'U3031', 'U5494', 'U0997', 'U1024', 'U5475', 'U6366', 'U2484', 'U5005', 'U3773']",0.6
U0795,Joseph Evans,22,"Toronto, Canada","['Art', 'Workshops', 'Theater']","['E0001', 'E0090', 'E0093', 'E0164', 'E0186', 'E0186', 'E0225', 'E0225', 'E0225', 'E0301', 'E0354', 'E0379', 'E0379', 'E0397', 'E0409', 'E0409', 'E0433', 'E0433', 'E0497', 'E0497']","['U6513', 'U2985', 'U5240', 'U0029', 'U5816', 'U4756', 'U3734', 'U0773', 'U2476', 'U3252', 'U6155', 'U4092']",0.19
U0796,Christopher Bates,48,"New York, United States",['Film'],"['E0082', 'E0082', 'E0082', 'E0083', 'E0083', 'E0161', 'E0161', 'E0222', 'E0222', 'E0222', 'E0222', 'E0241', 'E0262', 'E0262', 'E0293', 'E0321', 'E0321', 'E0350', 'E0350', 'E0394', 'E0394', 'E0473', 'E0473']","['U3864', 'U2998', 'U3634', 'U4407', 'U3874', 'U4980', 'U0349', 'U0407', 'U3627', 'U5766', 'U3545', 'U6701', 'U6754', 'U1086', 'U6073', 'U1553', 'U3212']",1.0
U0797,Michelle Phillips,40,"Bangkok, Thailand",['Art'],"['E0026', 'E0064', 'E0064', 'E0069', 'E0121', 'E0124', 'E0124', 'E0198', 'E0203', 'E0212', 'E0261', 'E0269', 'E0277', 'E0294', 'E0418', 'E0423', 'E0463', 'E0463', 'E0463', 'E0465', 'E0471', 'E0471', 'E0471', 'E0499', 'E0499']","['U2555', 'U6449', 'U5987', 'U1798', 'U5967', 'U4597', 'U3841', 'U2117', 'U0472']",0.93
U0798,Jonathan Allen,33,"Paris, France",['Film'],"['E0046', 'E0105', 'E0169', 'E0169', 'E0169', 'E0188', 'E0193', 'E0200', 'E0206', 'E0224', 'E0230', 'E0246', 'E0277', 'E0277', 'E0298', 'E0298', 'E0310', 'E0310', 'E0435', 'E0435', 'E0453']","['U1125', 'U6039', 'U0357', 'U2936', 'U2074', 'U3291', 'U0310', 'U6915', 'U5219', 'U6580', 'U4354', 'U6047', 'U4866', 'U3058']",0.1
U0799,David Mcdaniel,47,"São Paulo, Brazil","['Music', 'Literature']","['E0064', 'E0064', 'E0092', 'E0092', 'E0114', 'E0114', 'E0115', 'E0119', 'E0139', 'E0167', 'E0167', 'E0189', 'E0200', 'E0238', 'E0238', 'E0283', 'E0340', 'E0391', 'E0391', 'E0391', 'E0399', 'E0410', 'E0410', 'E0414', 'E0414', 'E0418', 'E0418', 'E0457', 'E0487', 'E0487', 'E0487', 'E0497', 'E0497']","['U4479', 'U2075', 'U5061', 'U3186', 'U4557', 'U6384', 'U1778', 'U3488', 'U6609', 'U5123', 'U5330', 'U3238']",0.3
U0800,Michael Sandoval,42,"Los Angeles, United States",['Art'],"['E0061', 'E0061', 'E0077', 'E0078', 'E0078', 'E0098', 'E0098', 'E0098', 'E0098', 'E0151', 'E0157', 'E0169', 'E0169', 'E0227', 'E0227', 'E0265', 'E0265', 'E0265', 'E0265', 'E0272', 'E0332', 'E0332', 'E0332', 'E0377', 'E0377', 'E0428', 'E0428', 'E0444', 'E0464', 'E0464', 'E0464']","['U1916', 'U5202', 'U4300', 'U1990', 'U2649', 'U2349', 'U6344', 'U1575', 'U2162', 'U1223', 'U3148', 'U4530', 'U2292', 'U1364', 'U5287']",0.39
U0801,Barbara Duncan,57,"Mexico City, Mexico","['Music', 'Film', 'Art']","['E0063', 'E0063', 'E0105', 'E0105', 'E0124', 'E0126', 'E0126', 'E0415', 'E0415', 'E0415', 'E0458', 'E0490', 'E0494']","['U3958', 'U1849', 'U6647', 'U5233', 'U6088', 'U3138', 'U1763', 'U2530', 'U4585', 'U3121', 'U1510', 'U6419', 'U5968']",0.79
U0802,Clarence Williams,60,"New York, United States","['Literature', 'Music', 'Theater']","['E0031', 'E0031', 'E0158', 'E0181', 'E0216', 'E0216', 'E0236', 'E0236', 'E0236', 'E0241', 'E0272', 'E0272', 'E0272', 'E0293', 'E0293', 'E0318', 'E0318', 'E0358', 'E0366', 'E0366', 'E0367', 'E0367', 'E0367', 'E0384', 'E0387', 'E0387', 'E0425', 'E0430', 'E0430', 'E0447', 'E0447', 'E0469']","['U6470', 'U3355', 'U0255', 'U2600', 'U2647', 'U0978', 'U3046', 'U6760', 'U4837', 'U3725', 'U6937']",0.51
U0803,Larry Hunt,28,"Cape Town, South Africa","['Theater', 'Music']","['E0035', 'E0037', 'E0047', 'E0047', 'E0050', 'E0062', 'E0064', 'E0072', 'E0072', 'E0092', 'E0092', 'E0092', 'E0167', 'E0167', 'E0167', 'E0190', 'E0190', 'E0212', 'E0212', 'E0313', 'E0366', 'E0424', 'E0424', 'E0424', 'E0424', 'E0448', 'E0485']","['U3741', 'U4426', 'U2057', 'U1078', 'U5385', 'U1214', 'U0172', 'U2526', 'U4002']",0.97
U0804,Heidi Anderson,21,"Berlin, Germany",['Theater'],"['E0018', 'E0028', 'E0028', 'E0028', 'E0069', 'E0069', 'E0069', 'E0087', 'E0098', 'E0105', 'E0136', 'E0136', 'E0145', 'E0145', 'E0145', 'E0147', 'E0172', 'E0172', 'E0182', 'E0184', 'E0184', 'E0192', 'E0192', 'E0198', 'E0202', 'E0202', 'E0202', 'E0271', 'E0271', 'E0331', 'E0346', 'E0360', 'E0426', 'E0426', 'E0426', 'E0449', 'E0449', 'E0455', 'E0455', 'E0468', 'E0468', 'E0470', 'E0470']","['U5465', 'U3944', 'U0534', 'U6081', 'U5097', 'U3359', 'U2913']",0.8
U0805,Mr. Jacob Lambert,40,"Dubai, United Arab Emirates","['Sports', 'Literature', 'Music']","['E0085', 'E0141', 'E0141', 'E0347', 'E0348', 'E0427', 'E0427', 'E0427', 'E0433', 'E0477']","['U1315', 'U4965', 'U5498', 'U1165', 'U2875', 'U2932', 'U0397', 'U0612', 'U6336', 'U1964', 'U0674', 'U0025', 'U6880']",0.67
U0806,Daniel George,27,"Singapore, Singapore",['Music'],"['E0068', 'E0088', 'E0088', 'E0124', 'E0178', 'E0193', 'E0193', 'E0200', 'E0200', 'E0263', 'E0263', 'E0285', 'E0343', 'E0352', 'E0352', 'E0352', 'E0352', 'E0352', 'E0352', 'E0407', 'E0428', 'E0442', 'E0442', 'E0450', 'E0459', 'E0459', 'E0466', 'E0466', 'E0496', 'E0496', 'E0497', 'E0497', 'E0497', 'E0497', 'E0497']","['U4235', 'U5508', 'U2418', 'U2182', 'U1687', 'U1801', 'U2998', 'U3199', 'U1864', 'U3666', 'U6100', 'U5905', 'U1587']",0.51
U0807,Danielle Sellers,39,"Singapore, Singapore",['Literature'],"['E0035', 'E0035', 'E0035', 'E0069', 'E0078', 'E0078', 'E0078', 'E0078', 'E0088', 'E0088', 'E0095', 'E0095', 'E0186', 'E0186', 'E0215', 'E0215', 'E0216', 'E0217', 'E0217', 'E0226', 'E0263', 'E0270', 'E0285', 'E0285', 'E0293', 'E0407', 'E0431', 'E0431', 'E0470', 'E0470', 'E0470', 'E0486', 'E0486', 'E0486', 'E0498', 'E0498']","['U4977', 'U5082', 'U6250', 'U4284', 'U0910']",0.52
U0808,Steven Wood,29,"Bangkok, Thailand","['Art', 'Literature', 'Workshops']","['E0006', 'E0026', 'E0026', 'E0026', 'E0026', 'E0069', 'E0073', 'E0073', 'E0151', 'E0170', 'E0206', 'E0261', 'E0261', 'E0274', 'E0285', 'E0309', 'E0360', 'E0374', 'E0374', 'E0374', 'E0438', 'E0438', 'E0438', 'E0463', 'E0463', 'E0463']","['U1727', 'U2409', 'U6197', 'U5278', 'U5677', 'U6776', 'U2461', 'U6695', 'U3649', 'U6435', 'U0006', 'U4714', 'U0578', 'U4707', 'U4858', 'U5975', 'U5402', 'U0221']",0.51
U0809,Mandy Harmon,49,"Dubai, United Arab Emirates","['Art', 'Workshops', 'Food']","['E0070', 'E0101', 'E0101', 'E0130', 'E0155', 'E0155', 'E0193', 'E0227', 'E0227', 'E0227', 'E0237', 'E0237', 'E0237', 'E0237', 'E0237', 'E0237', 'E0237', 'E0279', 'E0279', 'E0279', 'E0279', 'E0279', 'E0279', 'E0286', 'E0328', 'E0328', 'E0347', 'E0348', 'E0385', 'E0385', 'E0385', 'E0385']","['U5422', 'U0750', 'U0862', 'U0634', 'U1254', 'U1129', 'U2422', 'U3592', 'U2225', 'U3347', 'U4525', 'U2466', 'U1260', 'U1995', 'U4410']",0.85
U0810,Aaron Murray,28,"São Paulo, Brazil","['Film', 'Tech']","['E0017', 'E0017', 'E0041', 'E0041', 'E0046', 'E0114', 'E0114', 'E0115', 'E0115', 'E0115', 'E0115', 'E0116', 'E0124', 'E0150', 'E0150', 'E0150', 'E0169', 'E0169', 'E0232', 'E0233', 'E0238', 'E0238', 'E0248', 'E0248', 'E0248', 'E0249', 'E0292', 'E0292', 'E0292', 'E0314', 'E0314', 'E0314', 'E0333', 'E0333', 'E0333', 'E0410', 'E0410', 'E0413', 'E0456', 'E0456']","['U1614', 'U1013', 'U4205', 'U5952', 'U5818', 'U0465', 'U5085', 'U2116', 'U4491', 'U0145', 'U3331', 'U2680', 'U6692', 'U4495', 'U5022', 'U5266', 'U4368', 'U6475', 'U5008']",0.69
U0811,Kevin Bernard,54,"Sydney, Australia","['Film', 'Literature']","['E0033', 'E0046', 'E0046', 'E0052', 'E0183', 'E0223', 'E0235', 'E0235', 'E0235', 'E0235', 'E0249', 'E0249', 'E0353', 'E0353', 'E0440', 'E0457', 'E0469', 'E0493', 'E0493']","['U5635', 'U3081', 'U6224', 'U3475', 'U0329', 'U2437', 'U4361', 'U3104', 'U1823', 'U1055', 'U6070', 'U6520', 'U4804']",0.78
U0812,Antonio Mueller,47,"Shanghai, China","['Literature', 'Film']","['E0022', 'E0022', 'E0095', 'E0095', 'E0102', 'E0169', 'E0187', 'E0193', 'E0193', 'E0247', 'E0247', 'E0250', 'E0250', 'E0258', 'E0260', 'E0268', 'E0268', 'E0302', 'E0302', 'E0305', 'E0305', 'E0366', 'E0366', 'E0401', 'E0401', 'E0401', 'E0401', 'E0500']","['U3797', 'U0039', 'U3820', 'U2497', 'U0753', 'U0811', 'U3902', 'U5807']",0.72
U0813,Teresa Huang,29,"Bangkok, Thailand","['Music', 'Film', 'Literature']","['E0047', 'E0047', 'E0047', 'E0073', 'E0073', 'E0078', 'E0087', 'E0087', 'E0121', 'E0151', 'E0151', 'E0185', 'E0185', 'E0203', 'E0203', 'E0203', 'E0212', 'E0261', 'E0261', 'E0278', 'E0278', 'E0423', 'E0438', 'E0465', 'E0465', 'E0465', 'E0471', 'E0471', 'E0471', 'E0471']","['U5303', 'U0566', 'U3252', 'U2158', 'U0177', 'U5952', 'U4867', 'U0226', 'U6153', 'U2282', 'U5118']",0.01
U0814,Laura Roberts,38,"Paris, France","['Food', 'Theater']","['E0007', 'E0017', 'E0017', 'E0021', 'E0082', 'E0093', 'E0133', 'E0158', 'E0172', 'E0193', 'E0228', 'E0243', 'E0304', 'E0304', 'E0314', 'E0357', 'E0384', 'E0384', 'E0384', 'E0384', 'E0392', 'E0442']","['U1422', 'U2731', 'U1123', 'U5101', 'U5404', 'U5082', 'U2472', 'U5178', 'U6327']",0.47
U0815,Kenneth Parker,51,"Los Angeles, United States","['Art', 'Food']","['E0064', 'E0118', 'E0160', 'E0169', 'E0169', 'E0273', 'E0273', 'E0340', 'E0464', 'E0464', 'E0464', 'E0464', 'E0464', 'E0464', 'E0487', 'E0495']","['U3291', 'U6925', 'U3074', 'U2816', 'U5597', 'U3260', 'U1921', 'U1398', 'U0123', 'U5266', 'U1557', 'U2517', 'U1472']",0.27
U0816,Scott Johnson,36,"Tokyo, Japan",['Comedy'],"['E0002', 'E0002', 'E0002', 'E0006', 'E0006', 'E0039', 'E0039', 'E0039', 'E0039', 'E0039', 'E0044', 'E0044', 'E0130', 'E0130', 'E0144', 'E0171', 'E0171', 'E0171', 'E0177', 'E0177', 'E0177', 'E0177', 'E0177', 'E0177', 'E0177', 'E0177', 'E0177', 'E0199', 'E0199', 'E0219', 'E0253', 'E0253', 'E0253', 'E0253', 'E0260', 'E0260', 'E0260', 'E0260', 'E0261', 'E0271', 'E0271', 'E0273', 'E0291', 'E0291', 'E0300', 'E0351', 'E0351', 'E0368', 'E0402', 'E0481']","['U5619', 'U2247', 'U2175', 'U1395', 'U6394', 'U6331', 'U5805', 'U5863', 'U6357', 'U2717', 'U3386', 'U4432', 'U2297', 'U2956', 'U1041', 'U2057', 'U3383']",0.45
U0817,Faith Adams,65,"Moscow, Russia","['Food', 'Comedy', 'Film']","['E0087', 'E0087', 'E0120', 'E0120', 'E0129', 'E0129', 'E0129', 'E0147', 'E0147', 'E0176', 'E0176', 'E0240', 'E0240', 'E0266', 'E0275', 'E0275', 'E0275', 'E0275', 'E0275', 'E0275', 'E0306', 'E0306', 'E0306', 'E0306', 'E0306', 'E0329', 'E0344', 'E0344', 'E0358', 'E0365', 'E0365', 'E0402', 'E0462', 'E0466', 'E0484']","['U0686', 'U2926', 'U5584', 'U5139', 'U6217', 'U5038', 'U3282']",0.99
U0818,Vanessa Scott,62,"Paris, France","['Tech', 'Comedy']","['E0056', 'E0085', 'E0085', 'E0104', 'E0104', 'E0116', 'E0135', 'E0214', 'E0252', 'E0252', 'E0255', 'E0310', 'E0310', 'E0310', 'E0310', 'E0354', 'E0354', 'E0453', 'E0453', 'E0453', 'E0453', 'E0453', 'E0488', 'E0488']","['U5546', 'U5839', 'U1863', 'U2241', 'U6892', 'U3632', 'U5522', 'U6167']",0.68
U0819,Evan Watson,18,"Dubai, United Arab Emirates",['Workshops'],"['E0026', 'E0026', 'E0052', 'E0079', 'E0098', 'E0098', 'E0104', 'E0104', 'E0104', 'E0232', 'E0239', 'E0239', 'E0281', 'E0281', 'E0283', 'E0283', 'E0347', 'E0348', 'E0369', 'E0431', 'E0431', 'E0485']","['U6956', 'U4007', 'U0160', 'U5567', 'U5795', 'U6349', 'U4601', 'U2083', 'U5837', 'U3868', 'U6292', 'U0173', 'U1524', 'U5501', 'U1558', 'U2988', 'U0564', 'U0340', 'U1349']",0.26
U0820,Nicole Hernandez,36,"Madrid, Spain",['Workshops'],"['E0015', 'E0040', 'E0097', 'E0100', 'E0143', 'E0169', 'E0247', 'E0254', 'E0254', 'E0254', 'E0280', 'E0284', 'E0284', 'E0299', 'E0306', 'E0342', 'E0342', 'E0342', 'E0342', 'E0342', 'E0349', 'E0353', 'E0355', 'E0360', 'E0385', 'E0400', 'E0433', 'E0486', 'E0486', 'E0486', 'E0486', 'E0486']","['U0832', 'U0869', 'U0127', 'U2873', 'U1521', 'U5766', 'U0979', 'U5661', 'U1748', 'U5019', 'U4785', 'U2239', 'U2297', 'U5888', 'U1956', 'U5736', 'U6311', 'U3140', 'U6982', 'U0998']",0.61
U0821,Scott Rodriguez,45,"Cape Town, South Africa","['Music', 'Theater', 'Workshops']","['E0014', 'E0036', 'E0036', 'E0036', 'E0047', 'E0047', 'E0047', 'E0047', 'E0050', 'E0050', 'E0258', 'E0296', 'E0301', 'E0301', 'E0301', 'E0313', 'E0361', 'E0361', 'E0361', 'E0366', 'E0366', 'E0366', 'E0377', 'E0395', 'E0425', 'E0428', 'E0428', 'E0437', 'E0485', 'E0485', 'E0485']","['U3295', 'U3331', 'U2245', 'U1560', 'U5464', 'U4429', 'U3442', 'U0902', 'U2674', 'U3842', 'U1189', 'U1796', 'U3683', 'U1285', 'U0463', 'U0322', 'U1536', 'U1823', 'U0356']",0.35
U0822,Christopher Daniels,23,"Istanbul, Turkey","['Sports', 'Art']","['E0075', 'E0075', 'E0075', 'E0079', 'E0079', 'E0079', 'E0079', 'E0090', 'E0090', 'E0133', 'E0133', 'E0133', 'E0305', 'E0305', 'E0324', 'E0335', 'E0335', 'E0335', 'E0335', 'E0373', 'E0373', 'E0396', 'E0402', 'E0417', 'E0449', 'E0468', 'E0468', 'E0494', 'E0494', 'E0494']","['U3446', 'U3658', 'U4278', 'U3369', 'U6226', 'U5913']",0.45
U0823,Mario Mercado DDS,46,"Bangkok, Thailand","['Tech', 'Theater']","['E0005', 'E0005', 'E0069', 'E0085', 'E0109', 'E0117', 'E0117', 'E0117', 'E0171', 'E0212', 'E0212', 'E0212', 'E0274', 'E0274', 'E0276', 'E0278', 'E0278', 'E0278', 'E0280', 'E0370', 'E0416', 'E0416', 'E0416', 'E0418', 'E0418', 'E0423', 'E0423', 'E0434', 'E0434', 'E0434', 'E0438', 'E0463', 'E0463', 'E0463', 'E0463']","['U6503', 'U3011', 'U3542', 'U2797', 'U6680', 'U0901', 'U4351', 'U0396', 'U3050']",0.13
